Id,Job Title,Job Experience Required,Key Skills,Role Category,Location,Functional Area,Industry,Role
130,Senior .Net Developer For Leading IT Company in Florida,2 - 7 yrs,asp dot net| .net developer| Dot Net Developer| asp.net| asp . net,Programming & Design,Los Angeles,"IT Software - Application Programming , Maintenance","IT-Software, Software Services",Software Developer
131,Hiring a Valuation Associate (female Only),0 - 4 yrs,Secondary Research| Valuation| Finance| Real Estate| Primary| Report Preparation| Business Development| Due Diligence| Financial Modelling,Other,Los Angeles,Analytics & Business Intelligence,"Real Estate, Property",Other
132,Merchandising & Marketing- Professor,10 - 12 yrs,Teaching| Educator| Counselor| Mentor| Trainer| Advisor,University Level,Los Angeles,"Teaching , Education , Training , Counselling","Education, Teaching, Training",Lecturer/Professor
133,Medical Transcriber,3 - 5 yrs,X - Ray| Medical Transcription| Ultrasound| CT Scan,Drug Regulatory Affairs/Documentation,Los Angeles,"Medical , Healthcare , R&D , Pharmaceuticals , Biotechnology","Medical, Healthcare, Hospitals",Documentation/Medical Writing
134,PHP Developer,0 - 3 yrs,cms| javascript| wordpress| drupal| joomla| ajax| cakephp| zend| knowledge| xhtml,Programming & Design,Los Angeles,"IT Software - Application Programming , Maintenance","IT-Software, Software Services",Software Developer
135,Business Development Manager,1 - 2 yrs,Sales| Management| Sales management| Educational sales,Retail Sales,Los Angeles,"Sales , Retail , Business Development","Education, Teaching, Training",Sales/Business Development Manager
136,Looking for a Job Change With a good package,1 - 5 yrs,Outbound| Antivirus| Technical support| Technical Support Associate| process| Sales| Inbound calls| US shift| Comp,Voice,Los Angeles,"ITES , BPO , KPO , LPO , Customer Service , Operations","IT-Software, Software Services",Associate/Senior Associate -(NonTechnical)
137,Huge Requirement for Customer Care Executive with Fixed Salary,0 - 2 yrs,Technical support| English| Comp| Customer Care Executive| Inbound calls| Antivirus| Issue| Software,Voice,Los Angeles,"ITES , BPO , KPO , LPO , Customer Service , Operations","IT-Software, Software Services",Associate/Senior Associate -(NonTechnical)
138,Assistant Manager – BI&I (data Automation),5 - 7 Years,C#|Application Development|Senior Level|MS SQL|Visual Basic|Power Bi|MSBI|SSIS|Recruitment|Data Integration,Admin/Maintenance/Security/Datawarehousing,Los Angeles,"IT Software - Application Programming , Maintenance",Banking / Financial Services / Broking,IT/Networking-Manager
139,Field Sales Executive,0 - 2 yrs,Escalation management| Field Sales Executive| Sales achievement| Training| Insurance sales,Retail Sales,Los Angeles,"Sales , Retail , Business Development","Real Estate, Property",Sales Executive/Officer
140,Sr. Manager Sales Capability Building,10 - 15 yrs,Team management| Salesforce| Usage| Sales| Skill development| Training| Productivity improvement| Training management| Sales budgeting| TSI,Sales Support,Los Angeles,"Sales , Retail , Business Development","FMCG, Foods, Beverage",Sales Trainer
141,Service Ops Expert - Servc Del | Microland,2 - 5 yrs,Networking| Unix| Change management| Scheduling| Publishing| Incident management| VMware| Problem management| Remedy| SIP,Voice,Los Angeles,"ITES , BPO , KPO , LPO , Customer Service , Operations","IT-Software, Software Services",Associate/Senior Associate -(Technical)
142,Regional Trainer - Skin for Wellness & Beauty Industry (only Females),4 - 9 yrs,planning| training| training manager| trainer| faculty,Teachers,Los Angeles,"Teaching , Education , Training , Counselling","Wellness , Fitness , Sports, Beauty",Trainer
143,Sales Manager,3 - 6 yrs,Sales| Billing| MS Office| Business reporting| Insurance sales| MIS preparation| Usage| Corporate| Networking| Retail,Retail Sales,Los Angeles,"Sales , Retail , Business Development","IT-Software, Software Services",Sales/Business Development Manager
144,Field Support Team-Supervisor,4 - 5 yrs,customer support| support service| field support| team| management| supervisor| self motivated| continuous improvement| give| enthusiastic,Admin/Maintenance/Security/Datawarehousing,Los Angeles,"IT Software - Application Programming , Maintenance",Other,Technical Support Engineer
145,Sr. C# Developer,1 - 6 yrs,Javascript| SQL| XML| server| css| technical| software| developing| HTML| tracking| database| web| Application development| net| programming| Ajax| development| DOM| solid| data integrity| Stored procedures| Reporting tools| application| applications,Programming & Design,Los Angeles,"IT Software - Application Programming , Maintenance","IT-Software, Software Services",Software Developer
146,Sr Structural Engineer,5 - 10 yrs,Senior Design Engineer| Engineering Design| SACS,Engineering Design,Los Angeles,"Engineering Design , R&D","Strategy, Management Consulting Firms",Senior Design Engineer
147,IT Security Head,4 - 8 yrs,C|Python| Six Sigma| PMP| .NET| HTML| JavaScript| SQL| Oracle| assembly language| Real Time Operating Systems,Senior Management,Los Angeles,"IT Software - Network Administration , Security","IT-Software, Software Services",Head/VP/GM-Technology(IT)/CTO
148,Technical Support Executive,2 - 5 yrs,Technical Support Executive| Electrical engineering,Voice,Los Angeles,"ITES , BPO , KPO , LPO , Customer Service , Operations","Internet, Ecommerce",Associate/Senior Associate -(Technical)
149,Analyst - Business Intelligence,1 - 3 yrs,Data analysis| Automation| Google Analytics| Excel| Analytical| Business intelligence| Analytics| Product marketing| SQL| Data extraction,System Design/Implementation/ERP/CRM,Los Angeles,"IT Software - Application Programming , Maintenance","IT-Software, Software Services",Business Analyst
150,Nokia WING Circuit Core - SMSC Engineer,5 - 10 Years,Detail Design|Juniper|SMSC Engineer|Routing|IP Networking|Network Elements|Network Troubleshooting|High Level Design|Data Center|Switching,Programming & Design,Los Angeles,"IT Software - Network Administration , Security",Telecom / ISP,Software Developer
151,Assistant Restaurant Manager / Restaurant Manager,5 - 7 yrs,assistant restaurant manager| restaurant| restaurant manager,Food & Beverage,Los Angeles,"Hotels , Restaurants","Travel , Hotels , Restaurants , Airlines , Railways",Restaurant Manager
152,Digital / Web Artist,0 - 3 yrs,layout| visualization| digital media| graphic design| html| illustration| tools| part time,Creative,Los Angeles,"Design , Creative , User Experience","Advertising, PR, MR, Event Management",Graphic Designer
153,Business Development Manager,2 - 7 yrs,selling| accounts| events| prospecting| business operations| ideas| coordinating| tracking| closing| maintaining,Senior Management,Los Angeles,"Sales , Retail , Business Development","IT-Software, Software Services",Head/VP/GM/National Manager -Sales
154,Web/ GUI Designer,3 - 5 yrs,photoshop| illustrator| seo| jquery| fireworks| css3| gui| usability| development| static,Creative,Los Angeles,"Design , Creative , User Experience","IT-Software, Software Services",Web Designer
155,"Web Designer - Html, CSS, Bootstrap, Photoshop",1 - 3 yrs,Photoshop| HTML| Wordpress| CSS3| bootstrap| Web technologies| html5| CSS,Programming & Design,Los Angeles,"IT Software - eCommerce , Internet Technologies","Recruitment, Staffing",Graphic/Web Designer
156,Python Developer,1 - 3 yrs,Python,Programming & Design,Los Angeles,"IT Software - Application Programming , Maintenance","Recruitment, Staffing",Software Developer
157,Web Designer,4 - 5 yrs,server| multimedia| troubleshooting| graphics| audio| monitoring| javascript| jquery| user interface| css3,Programming & Design,Los Angeles,"IT Software - eCommerce , Internet Technologies","IT-Software, Software Services",Graphic/Web Designer
158,AVP- FX MO,8 - 10 yrs,Senior management| MIS reporting| Building| Training| Management| Risk| Vice President| Focus| Trade| Associate Vice President,Senior Management,Los Angeles,"Financial Services , Banking , Investments , Insurance","Recruitment, Staffing",Head/VP/GM-Operations
159,Cluster Sales Head - Tied Channel &amp; Affinity Alliances - Health Insura,4 - 9 yrs,Sales Head| Tied Channel| Sales| Business Growth| Profitability| Business Operations| New Business| Alliances,Senior Management,Los Angeles,"Sales , Retail , Business Development",Insurance,Head/VP/GM/National Manager -Sales
160,Head - Project Management,15 - 20 yrs,Project Management,Senior Management,Los Angeles,"Production , Manufacturing , Maintenance","Real Estate, Property",Head/VP/GM-Operations
161,Walk- In For Development QA/ Regulatory Affairs,4 - 8 yrs,QA| Life Sciences| development quality assurance| Life Cycle| Regulatory Affairs| DQA| QMS| Dmf,R&D,Los Angeles,"Medical , Healthcare , R&D , Pharmaceuticals , Biotechnology","Pharma, Biotech, Clinical Research",Research Scientist
162,Manager Accounts-wazirpur-mba-finance-salary-35k(export House exp),10 - 14 yrs,accounting| finance| financial reporting| statutory compliance| gst| vat,Accounts,Los Angeles,"Accounts , Finance , Tax , Company Secretary , Audit",Iron and Steel,Accounts Manager
163,Team Leader- Head Digital Prtnrshp & BD,8 - 12 yrs,Data analysis| Consumer research| Management| Head Business Development,Retail Sales,Los Angeles,"Sales , Retail , Business Development","Construction, Engineering, Cement, Metals",Sales/Business Development Manager
164,DWH Tester - Manual Testing,4 - 6 yrs,Testing| Quality| Manual Testing| ETL| BI| DW| Datawarehouse Testing,Programming & Design,Los Angeles,IT Software - QA & Testing,"IT-Software, Software Services",Testing Engineer
165,Quality Assurance Engineer,3 - 5 yrs,assembly language| Six Sigma| PMP| C| JavaScript| .NET| HTML| Oracle|Python| SQL,QA/Testing/Documentation,Los Angeles,"IT Software - Application Programming , Maintenance","IT-Software, Software Services",Quality Assurance/Quality Control Executive
166,Technical / Functional Skills,4 - 9 yrs,Product management| Business process| Linkedin| Automation| CV| Email| GIT| Technical| SDLC| Ideas,Institutional Sales,Los Angeles,"Sales , Retail , Business Development","IT-Software, Software Services",Sales Executive/Officer
167,Software Development / Software Engineer,2 - 4 yrs,ajax| javascript| php| erp| website| development| software development| module| mca| application development| application| web| programming,Programming & Design,Los Angeles,"IT Software - Application Programming , Maintenance","IT-Software, Software Services",Software Developer
169,Inbound Phone Banking Voice Process - Leading Bank - New York,0 - 2 yrs,customer service| customer care| team| communication| bpo| call center| inbound| voice| backend| non voice| telecalling| cse| cro| cce| data entry| back office| voice process| domestic bpo| fresher| trainee| Telemarketing| Outbound| sales| hardware| networking,Voice,Los Angeles,"ITES , BPO , KPO , LPO , Customer Service , Operations","Fresher, Trainee, Entry Level",Associate/Senior Associate -(NonTechnical)
170,Java Enterprise Edition,2 - 4 Years,Oracle|Core Java|Business process|Outsourcing|Operations|spring integration|J2Ee|Spring framework|JEE|Manager Technology,Programming & Design,Los Angeles,"IT Software - Application Programming , Maintenance",IT-Software / Software Services,Software Developer
171,Associate Clinical Data Processor,0 - 1 yrs,MS Office| Data entry,Voice,Los Angeles,"ITES , BPO , KPO , LPO , Customer Service , Operations","Strategy, Management Consulting Firms",Associate/Senior Associate -(NonTechnical)
173,CRM,1 - 2 yrs,Customer relationship| Automobile| Proposal preparation| CRM strategy| Architecture| Database| Testing,Corporate Sales,Los Angeles,"Sales , Retail , Business Development","IT-Software, Software Services",Sales/Business Development Manager
174,Magento Developer,2 - 7 yrs,Unix| Version control| Prototype| XML| MySQL| PHP| JSON| MVC| Ajax| CSS3,Programming & Design,Los Angeles,IT Software - System Programming,"BPO, Call Centre, ITeS",Software Developer
175,Merchandiser,2 - 7 yrs,Merchandising| Buyer Activities| Follow Ups| Vendor| purchase| vendor development| tracking,Production/Merchandising/Business Development,Los Angeles,"Export , Import , Merchandising","Textiles, Garments, Accessories",Merchandiser
